Id;Review;Golden
7003;i love this utensus .;Positive
7008;hey baby, shake that thing! (oooof a very poor joke.);Positive
7008;hey baby, shake that thing! (oooof a very poor joke.);Positive
7009;has pluses but one big minus...;Negative
7009;has pluses but one big minus...;Negative
7009;it 's pluses but one big minutes .;Negative
7009;is pluses but one minutes ?;Negative
7009;that has plugins but one minutes .;Negative
7011;great for kids;Positive
7011;great for kids;Positive
7012;best popcorn maker around;Positive
7012;best popcorn maker around;Positive
7013;same as everyone else (very good);Positive
7013;same as everyone else (very good);Positive
7014;outstanding, and as close to movie-style as you can get;Positive
7014;outstanding, and as close to movie-style as you can get;Positive
7017;no more microwave chemical popcorn for me;Positive
7017;no more microwave chemical popcorn for me;Positive
7017;no more microwave chemical for me .;Positive
7022;nothing better;Positive
7022;nothing better;Positive
7022;nothing better .;Positive
7022;i 've got nothing better .;Positive
7023;not the healthiest option, but pops every kernel - updated;Neutral
7023;not the healthiest option, but pops every kernel - updated;Neutral
7023;not the healthiest optionone , but the hair is every kernel .;Neutral
7023;not the healthiest optionone , but the hair is every kernel .;Neutral
7023;it 's not the healthiest optionone , but it 's every kernel .;Neutral
7023;without the healthiest optionone , it 's every kernel .;Neutral
7027;it makes popcorn;Positive
7027;it makes popcorn;Positive
7027;it makes popcorn .;Positive
7027;makes popcorn .;Positive
7027;so it makes popcorn .;Positive
7027;now it makes popcorn .;Positive
7032;great popcorn but watch for leaking;Neutral
7032;great popcorn but watch for leaking;Neutral
7035;love this popcorn maker!!!!;Positive
7035;love this popcorn maker!!!!;Positive
7035;love this popcorn makerb , and you 'll love the popcorn makerur .;Positive
7041;too many adjustments for something that should be easy;Negative
7041;too many adjustments for something that should be easy;Negative
7041;i want too many adjustments for something that should be easy .;Negative
7041;too many adjustments for something that should be easy .;Negative
7041;for something that should be easy , it should be easy .;Negative
7041;now there 's a lot of adjustments that should be easy .;Negative
7046;one word awesome!;Positive
7046;one word awesome!;Positive
7046;one word awesomeer !;Positive
7046;now it 's one word awesomeer !;Positive
7048;still going after all these years;Positive
7048;still going after all these years;Positive
7048;i 'm just going after all these years .;Positive
7048;i 'm just going after all these years .;Positive
7048;i was still going after all these years .;Positive
7049;makes great popcorn!;Positive
7049;makes great popcorn!;Positive
7049;makes great popcorn !;Positive
7049;that makes great popcorn !;Positive
7051;better than expected;Positive
7051;better than expected;Positive
7051;it 's better than expected .;Positive
7051;i 'm better than expected .;Positive
7051;then it 's expected .;Positive
7051;than expected , it 's better .;Positive
7054;it's a popping!;Positive
7054;it's a popping!;Positive
7054;it 's a poppling !;Positive
7054;is a poppling !;Positive
7056;our favorite popper by far....;Positive
7056;our favorite popper by far....;Positive
7056;our favorite popper is off .;Positive
7056;our favorite popper .;Positive
7058;makes good popcorn with minimal mess;Positive
7058;makes good popcorn with minimal mess;Positive
7062;makes great popcorn but is flimsy and doesn't last;Negative
7062;makes great popcorn but is flimsy and doesn't last;Negative
7062;it makes great popcorn but is flimsy and useless .;Negative
7062;makes great popcorn but is flimsy and useless .;Negative
7062;makes great popcorn and is flimsy and useless .;Negative
7062;so it makes great popcorn but is flimsy and useless .;Negative
7063;experiment with to get your best results;Positive
7063;experiment with to get your best results;Positive
7063;experiment with getting your best results .;Positive
7063;for experiment , you can get your best results .;Positive
7065;its kind of a mess to use;Negative
7065;its kind of a mess to use;Negative
7066;air poppers, be gone forever!;Positive
7066;air poppers, be gone forever!;Positive
7072;pretty good but a problem or two;Neutral
7072;pretty good but a problem or two;Neutral
7073;the only popcorn popper out there!!!;Positive
7073;the only popcorn popper out there!!!;Positive
7073;the popcorn popper is only one .;Positive
7073;only the popcorn popper is one .;Positive
7073;when you 're a whore , it 's a popcorn popper .;Positive
7074;makes outstanding popcorn, no teflon problems;Positive
7074;makes outstanding popcorn, no teflon problems;Positive
7074;how is outstanding popcornum , no teflon problems ?;Positive
7075;love it for years;Positive
7075;love it for years;Positive
7075;love it for years .;Positive
7075;love for years .;Positive
7075;i 'll love it for years .;Positive
7078;does not work as expected;Negative
7078;does not work as expected;Negative
7078;it does not work as expected .;Negative
7078;does not work as expected .;Negative
7078;as does not work as expected .;Negative
7078;i do not work as expected .;Negative
7078;then it does n't work as expected .;Negative
7080;smells like dangerous chemicals being released from it;Negative
7080;smells like dangerous chemicals being released from it;Negative
7080;it smells like dangerous chemicals .;Negative
7080;smells like dangerous chemicals are released from it .;Negative
7080;looks like dangerous chemicals released from it .;Negative
7080;now it smells like dangerous chemicals .;Negative
7080;if they release the smell , it smells like dangerous chemicals .;Negative
7083;inconsistent quality controls - when good it's great, bad ones are horrible;Negative
7083;inconsistent quality controls - when good it's great, bad ones are horrible;Negative
7083;let other controls - when good , bad things are terrible .;Negative
7083;inconsistent quality checks - when good , bad things are terrible .;Negative
7086;weak substitute for the older poppers;Negative
7086;weak substitute for the older poppers;Negative
7086;it 's a weak substitute for the older poppers .;Negative
7086;i have a weak substitute for the older poppers .;Negative
7086;for the older poppers , it is weak .;Negative
7087;i can finally make popcorn again without burning my pots!;Neutral
7087;i can finally make popcorn again without burning my pots!;Neutral
7087;we can finally make popcorn without burning my potsats !;Neutral
7087;finally make popcorn without burning my potts !;Neutral
7087;popcorn we can make popcorn again without burning my potts !;Neutral
7087;if you can finally make popcorn without burning my potsats !;Neutral
7087;i can finally make popcorn without burning my potts !;Neutral
7087;why do n't you make popcorn without burning my balls ?;Neutral
7087;without burning my balls , we can finally make popcorn !;Neutral
7087;finally we can make popcorn without burning my potsats !;Neutral
7088;popping fresh- with very few kernels left!;Positive
7088;popping fresh- with very few kernels left!;Positive
7088;playing fresh - with very few kernels left !;Positive
7091;stiring up goodies;Positive
7091;stiring up goodies;Positive
7092;i had the old sun beam version;Positive
7092;i had the old sun beam version;Positive
7093;works well in coffee roaster;Positive
7093;works well in coffee roaster;Positive
7093;it works in coffee roaster .;Positive
7093;mr. well in coffee roaster .;Positive
7095;throw back to the seventies!;Positive
7095;throw back to the seventies!;Positive
7095;go back to the seventiess !;Positive
7095;go back to the seventiess , and turn back to the seventilated !;Positive
7098;this is the way to make popcorn!;Positive
7098;this is the way to make popcorn!;Positive
7098;this is the way to make popcorn !;Positive
7098;this is the way to make popcorn , and this is the way to make popcorn !;Positive
7103;used for a few weeks - best i've ever used;Positive
7103;used for a few weeks - best i've ever used;Positive
7103;he used for a few weeks - best they 've ever used .;Positive
7103;i 've used for a few weeks .;Positive
7103;used for a few weeks , but they 've never used .;Positive
7103;i was used for a few weeks - best they 've ever used .;Positive
7104;won't buy any other!;Positive
7104;won't buy any other!;Positive
7104;you ca n't buy any other !;Positive
7104;ca n't buy any other !;Positive
7104;you ca n't buy any other , but you ca n't buy any other !;Positive
7104;i ca n't buy any other !;Positive
7104;why ca n't you buy any other ?;Positive
7104;now you ca n't buy any other !;Positive
7105;a stirring recommendation!;Positive
7105;a stirring recommendation!;Positive
7107;a classic design that makes top quality popcorn;Positive
7107;a classic design that makes top quality popcorn;Positive
7107;a classic design making top quality popcorn .;Positive
7107;a classic design that makes top quality popcorn .;Positive
7107;it 's a classic design , and it makes top quality popcorn .;Positive
7107;i have a classic design that makes top quality popcorn .;Positive
7107;here it makes a classic quality popcorn .;Positive
7107;which makes top quality popcorn , it 's a classic design .;Positive
7109;buy the whirley-pop instead;Neutral
7109;buy the whirley-pop instead;Neutral
7110;i am convinced, this is the popper;Positive
7110;i am convinced, this is the popper;Positive
7111;started off well, but then over a couple months.....;Negative
7111;started off well, but then over a couple months.....;Negative
7111;she started off completely over a couple months .;Negative
7111;they started off together , but then over a couple months .;Negative
7111;then he started off again , but then over a couple months .;Negative
7115;works well and will make a great secret santa gift;Positive
7115;works well and will make a great secret santa gift;Positive
7116;fast, simple, and entertaining;Positive
7116;fast, simple, and entertaining;Positive
7119;this is &quotit&quot, popcorn lovers!;Positive
7119;this is &quotit&quot, popcorn lovers!;Positive
7126;last one is over 20 years old...;Positive
7126;last one is over 20 years old...;Positive
7126;last one is over 20 years old .;Positive
7127;west bend - stir crazy - popcorn popper;Positive
7127;west bend - stir crazy - popcorn popper;Positive
7128;clean up is the main problem;Positive
7128;clean up is the main problem;Positive
7128;clear problem is the main problem .;Positive
7133;fun for the kids;Positive
7133;fun for the kids;Positive
7133;fun for the kids .;Positive
7135;these are the best popcorn poppers for the money;Positive
7135;these are the best popcorn poppers for the money;Positive
7135;these are the best popcorn for the money .;Positive
7135;is the best popcorn poppers for the money .;Positive
7135;the best popcorn poppers for the money .;Positive
7135;that are the best popcorn for the money .;Positive
7135;these are the best popcorn for the money , but they 're the best popcorn poppers .;Positive
7135;i have the best popcorn poppers for the money .;Positive
7135;how do you get the best popcorn poppers for the money ?;Positive
7135;for the money , these are the best popcorn poppers for the money .;Positive
7135;now these are the best popcorn for the money .;Positive
7143;no luck with this popcorn popper;Negative
7143;no luck with this popcorn popper;Negative
7143;it 's no luck with this popcorn popper .;Negative
7143;no luck with this popcorn popper .;Negative
7143;if luck with this popcorn popper .;Negative
7147;on our third one...but don't let that stop you.;Positive
7147;on our third one...but don't let that stop you.;Positive
7147;on our third one , they do n't stop you , but they wo n't stop you .;Positive
7151;works great;Positive
7151;works great;Positive
7151;it works great .;Positive
7151;work great .;Positive
7152;works great and easy to use. cleanup a hassle though;Positive
7152;works great and easy to use. cleanup a hassle though;Positive
7159;this one doesn't blow!;Positive
7159;this one doesn't blow!;Positive
7159;this one does n't blow !;Positive
7159;does n't blow !;Positive
7159;this one blows !;Positive
7159;that one does n't blow !;Positive
7159;this one does n't blow , but he does n't smoke .;Positive
7159;now it does n't blow !;Positive
7162;a+ from a popcorn fanatic!;Positive
7162;a+ from a popcorn fanatic!;Positive
7164;the only way to pop;Positive
7164;the only way to pop;Positive
7164;pop the only way .;Positive
7164;the only way to go .;Positive
7167;easy to use;Positive
7167;easy to use;Positive
7167;it 's easy to use .;Positive
7167;easy to use , but it 's easy to use .;Positive
7168;omg, forget dinner, lunch and chips;Positive
7168;omg, forget dinner, lunch and chips;Positive
7168;forget dinner , lunch and chips .;Positive
7168;i 'm going to forget dinner , lunch and chips .;Positive
7168;forget dinner , and forget dinner , lunch and chip .;Positive
7168;i can forget dinner , lunch and chips .;Positive
7170;good popcorn popper for less than $29.99;Positive
7170;good popcorn popper for less than $29.99;Positive
7171;if you love popcorn you'll love the stir crazy;Positive
7171;if you love popcorn you'll love the stir crazy;Positive
7174;best popcorn maker ever;Positive
7174;best popcorn maker ever;Positive
7174;i have the best popcorn maker .;Positive
7177;so easy & produces delicious popcorn;Positive
7177;so easy & produces delicious popcorn;Positive
7178;popcorn like in the movies..........;Positive
7178;popcorn like in the movies..........;Positive
7178;popcorn like in the moviesmari .;Positive
7178;popcorn like the moviesmari .;Positive
7178;i have a popcorn like the moviesmarts .;Positive
7182;cheap made in china;Negative
7182;cheap made in china;Negative
7182;i 'm cheap made in china , and it 's cheap .;Negative
7185;chewy wet popcorn - sticks to your teeth - yuck!!!;Negative
7185;chewy wet popcorn - sticks to your teeth - yuck!!!;Negative
7185;when you have popcorn , it sticks to your teeth .;Negative
7186;west bend 82306 stir crazy popcorn popper;Positive
7186;west bend 82306 stir crazy popcorn popper;Positive
7186;west bend 82306 contains spanish popcorn popper .;Positive
7188;broke after less than three months;Negative
7188;broke after less than three months;Negative
7188;break after less than three months .;Negative
7188;when after less than three months .;Negative
7196;best popcorn maker for the kitchen;Positive
7196;best popcorn maker for the kitchen;Positive
7196;it 's the best popcorn maker for the kitchen .;Positive
7196;i 'm the best popcorn maker for the kitchen .;Positive
7196;best popcorn maker for the kitchen .;Positive
7196;i prefer to cook for the kitchen .;Positive
7196;i have the best popcorn maker for the kitchen .;Positive
7196;for the kitchen , it 's the best popcorn for the kitchen .;Positive
7198;a bit messy, but it works fine;Positive
7198;a bit messy, but it works fine;Positive
7199;makes great popcorn;Positive
7199;makes great popcorn;Positive
7199;it makes great popcorn .;Positive
7199;makes great popcorn .;Positive
7199;that makes great popcorn .;Positive
7199;it makes great popcorn , and it makes great popcorn .;Positive
7200;love it!;Positive
7200;love it!;Positive
7200;i love it .;Positive
7202;has got many uses;Positive
7202;has got many uses;Positive
7202;he 's got many uses .;Positive
7202;he 's got many uses , and he 's got many uses .;Positive
7204;all the corn kernels pop if...;Positive
7204;all the corn kernels pop if...;Positive
7208;great popper!!;Positive
7208;great popper!!;Positive
7209;almost as good as the original...;Positive
7209;almost as good as the original...;Positive
7211;pricing and quality changing daily!;Neutral
7211;pricing and quality changing daily!;Neutral
7213;five stars isn't enough for this popcorn popper;Positive
7213;five stars isn't enough for this popcorn popper;Positive
7213;five stars is not enough for popcorn popper la .;Positive
7213;five stars is not enough for popcorn popper la , but it 's too late .;Positive
7213;for popcorn popper la , five stars is pretty good .;Positive
7216;no looking back;Positive
7216;no looking back;Positive
7217;highly recommended alternative to microwave;Positive
7217;highly recommended alternative to microwave;Positive
7217;it 's highly recommended to microwave .;Positive
7217;for microwave , it is highly recommended .;Positive
7218;i love this thing!;Positive
7218;i love this thing!;Positive
7218;we love this thing !;Positive
7218;love this thing !;Positive
7218;we love this thing , but you love this thing !;Positive
7218;i love this thing !;Positive
7221;stir crazy driving me crazy!;Negative
7221;stir crazy driving me crazy!;Negative
7221;get crazy driving me crazy !;Negative
7223;works great;Positive
7223;works great;Positive
7223;it works great .;Positive
7223;work great .;Positive
7227;popcorn the way it should be;Positive
7227;popcorn the way it should be;Positive
7227;popcorn the way it should be .;Positive
7227;popcorn the way it should be .;Positive
7227;i have a popcorn it should be .;Positive
7227;how should it be a popcorn ?;Positive
7227;maybe it should be a popcorn .;Positive
7227;how we do the popcorn , it should be .;Positive
7228;still king of the corn poppers;Positive
7228;still king of the corn poppers;Positive
7228;king of the corn poppers .;Positive
7228;i 've got king of the corn poppers .;Positive
7228;still there 's king of the corn poppers .;Positive
7230;bought this model in 2006. replaced with the kettle krazy in 2011;Neutral
7230;bought this model in 2006. replaced with the kettle krazy in 2011;Neutral
7230;you buy this model in 2006-1 , and it replaces the kettle .;Neutral
7231;works well, easy to clean;Positive
7231;works well, easy to clean;Positive
7231;works easy to clean .;Positive
7234;lost the cap!;Positive
7234;lost the cap!;Positive
7235;works great but doesn't last long;Neutral
7235;works great but doesn't last long;Neutral
7235;it works great but is not good .;Neutral
7241;great product, best customer service;Positive
7241;great product, best customer service;Positive
7241;it 's a great productment , customer service service .;Positive
7241;great productment , customer service service .;Positive
7241;best it 's a great productment , customer service service .;Positive
7242;good choice on my part;Positive
7242;good choice on my part;Positive
7242;good choice on my part .;Positive
7242;i have a good choice on my part .;Positive
7242;on my part , it 's a good choice .;Positive
7245;great classic coffee maker for a crowd;Positive
7245;great classic coffee maker for a crowd;Positive
7245;a great classic coffee maker for a crowd .;Positive
7245;thank the classic coffee maker for a crowd .;Positive
7245;great classic coffee for a crowd .;Positive
7245;i 'm making a classic coffee for a crowd .;Positive
7245;here it 's a great classic coffee for a crowd .;Positive
7246;i purchased this for work;Positive
7246;i purchased this for work;Positive
7248;chantal enamel-on-steel classic teakettlecompared to aroma express;Neutral
7248;chantal enamel-on-steel classic teakettlecompared to aroma express;Neutral
7248;chantal enamel-on-steel is mr. teakettlecomparison .;Neutral
7249;standard by which others are measured;Positive
7249;standard by which others are measured;Positive
7249;standard the standard by which others are measured .;Positive
7249;standard standard by which others are measured .;Positive
7249;where others are measured , it is standard .;Positive
7252;on my second one.;Positive
7252;on my second one.;Positive
7252;it 's on my second one .;Positive
7252;my second one .;Positive
7254;bad replacement for original;Negative
7254;bad replacement for original;Negative
7254;bad replacement for original .;Negative
7255;in spite of its shortcomings....;Neutral
7255;in spite of its shortcomings....;Neutral
7255;he 's against his short-comingsators .;Neutral
7255;spite of its shortcomingsators .;Neutral
7256;nice, but expensive: should be a bit better for the price;Neutral
7256;nice, but expensive: should be a bit better for the price;Neutral
7256;nice , but extra : should be a bit of a price .;Neutral
7256;nice , but extra : it should be a bit of a price .;Neutral
7261;12 years old and going strong;Positive
7261;12 years old and going strong;Positive
7261;it 's 12 years old and strong .;Positive
7261;i 'm 12 years old and strong .;Positive
7261;12 years old and going strong .;Positive
7262;i have the green one - the interior is degrading now....;Neutral
7262;i have the green one - the interior is degrading now....;Neutral
7262;the green one - the interior is degrading away .;Neutral
7262;we have the green one , and the interior is degrading away .;Neutral
7262;if you have the green one , the interior is degrading away .;Neutral
7263;mostly for show, not much go (and eventually leaked);Negative
7263;mostly for show, not much go (and eventually leaked);Negative
7264;long-time friend, this kettle are the new ones the same quality?;Positive
7264;long-time friend, this kettle are the new ones the same quality?;Positive
7264;for a long time , this kettle are the same thing ?;Positive
7265;i love this teapot;Positive
7265;i love this teapot;Positive
7265;i love this tea .;Positive
7266;after the water boils, the cover to the pouring ...;Negative
7266;after the water boils, the cover to the pouring ...;Negative
7266;after the water boils the cover to the water .;Negative
7266;after the water boilssuits , the cover to the water has fallen .;Negative
7266;when the water boils , it 's a cover to the water .;Negative
7267;nice design and works well;Positive
7267;nice design and works well;Positive
7267;a nice design works well .;Positive
7267;enjoy design and work well .;Positive
7267;nice design and work .;Positive
7267;it 's a nice design , and it works well .;Positive
7269;endless gunk at the seams;Negative
7269;endless gunk at the seams;Negative
7269;endless gunk are at the seams .;Negative
7269;endless gunk at the seams .;Negative
7269;i have endless gunk at the seams .;Negative
7269;at the seams , it 's an endless gunk .;Negative
7270;real problem here;Negative
7270;real problem here;Negative
7272;it worked for several years;Neutral
7272;it worked for several years;Neutral
7272;it worked for several years .;Neutral
7272;worked for several years .;Neutral
7272;so it worked for several years .;Neutral
7272;it worked for several years , and it worked for several years .;Neutral
7272;i worked for several years .;Neutral
7272;how did it work for several years ?;Neutral
7272;for several years , it worked for several years .;Neutral
7272;then it worked for several years .;Neutral
7272;when it worked , it worked for several years .;Neutral
7274;has been a workhorse in my kitchen for 18 years;Positive
7274;has been a workhorse in my kitchen for 18 years;Positive
7274;he was a worker in my kitchen for 18 years .;Positive
7274;has been a workhorse in my kitchen for 18 years .;Positive
7274;a workhorse in my kitchen for 18 years .;Positive
7274;i 've been a workhorse in my kitchen for 18 years .;Positive
7274;he 's been a workhorse in my kitchen for 18 years , and he 's got no idea .;Positive
7274;for 18 years , it was a workhorse in my kitchen .;Positive
7274;now it was a workhorse in my kitchen for 18 years .;Positive
7277;best can opener on the market;Positive
7277;best can opener on the market;Positive
7277;opener on the market .;Positive
7277;best opener can go on the market .;Positive
7281;comfortable, ergonomic...almost 5 starts...;Positive
7281;comfortable, ergonomic...almost 5 starts...;Positive
7282;does exactly what it promises but got really expensive;Negative
7282;does exactly what it promises but got really expensive;Negative
7282;does exactly what it promises but is really expensive .;Negative
7282;things who promised anyway but got really expensive .;Negative
7282;so it promises exactly but is really expensive .;Negative
7282;it 's exactly what it promises , but it 's really expensive .;Negative
7287;good slicer, dumb container;Neutral
7287;good slicer, dumb container;Neutral
7288;keeps bread just right, but...;Neutral
7288;keeps bread just right, but...;Neutral
7291;works like a champ (5th star for a fuure product);Positive
7291;works like a champ (5th star for a fuure product);Positive
7294;good friend to your bread machine;Positive
7294;good friend to your bread machine;Positive
7294;it 's a good friend to your bread .;Positive
7294;good friend to your brake machine .;Positive
7294;i have a good friend of your bread .;Positive
7294;for your bread , he 's a good friend .;Positive
7295;it's okay, but not spectacular...;Neutral
7295;it's okay, but not spectacular...;Neutral
7298;looks pretty difficult to use;Neutral
7298;looks pretty difficult to use;Neutral
7300;helps slice home baked bread evenly;Positive
7300;helps slice home baked bread evenly;Positive
7300;helps slice home baked bread evenly .;Positive
7308;good ladles for cream;Positive
7308;good ladles for cream;Positive
7308;good ladies are for cream .;Positive
7310;ladles [mini];Positive
7310;ladles [mini];Positive
7311;perfect set of small ladles;Positive
7311;perfect set of small ladles;Positive
7312;good quality and dishwasher safe;Positive
7312;good quality and dishwasher safe;Positive
7312;a good quality and dishwasher is safe .;Positive
7312;enjoy quality and dishwasher .;Positive
7312;good quality and dishwasher .;Positive
7312;i have a good quality and dishwasher .;Positive
7312;maybe it 's a good quality and a dishwasher .;Positive
7313;nice ladles but no size labeling;Neutral
7313;nice ladles but no size labeling;Neutral
7314;handles are the downfall;Neutral
7314;handles are the downfall;Neutral
7314;where is the downfall ?;Neutral
7315;adequately worth every penny of the cost;Positive
7315;adequately worth every penny of the cost;Positive
7315;it 's very worth every penny of the cost .;Positive
7317;sturdy and good price;Positive
7317;sturdy and good price;Positive
7318;love the ladles!!!!;Positive
7318;love the ladles!!!!;Positive
7319;handles are too short;Negative
7319;handles are too short;Negative
7319;data are too short , and they are too short .;Negative
7325;very pleased with this grater with one caveat;Positive
7325;very pleased with this grater with one caveat;Positive
7325;he 's not pleased with this grater with one caveat .;Positive
7325;i 'm not pleased with this grater with one caveat .;Positive
7325;i 'm not pleased with this grater with one caveat .;Positive
7325;i have not pleased with this grater with one caveat .;Positive
7325;here he was with this grater with one caveat .;Positive
7325;when you 're with this guy , he 's not pleased with the caveat .;Positive
7329;it's a great grater;Positive
7329;it's a great grater;Positive
7329;it 's a great grater .;Positive
7329;is a great grater .;Positive
7329;so it 's a great grater .;Positive
7329;it 's a great grater , and it 's a great grater .;Positive
7338;definitely not the ultimate slicing tool;Negative
7338;definitely not the ultimate slicing tool;Negative
7338;i ca n't handle the ultimate solution .;Negative
7338;certainly it 's not the ultimate solution .;Negative
7339;be careful;Positive
7339;be careful;Positive
7339;be careful .;Positive
7339;be careful , and be careful .;Positive
7341;consider the hoffritz instead;Negative
7341;consider the hoffritz instead;Negative
7341;we consider the hoffritz .;Negative
7341;consider the hoffritz .;Negative
7341;i 'll consider the hoffritz .;Negative
7341;consider the devil instead , but consider the hoffritz .;Negative
7341;instead you consider the hoffritz .;Negative
7343;onion rings coming up;Positive
7343;onion rings coming up;Positive
7343;onion rings coming .;Positive
7343;that onion is coming up .;Positive
7343;onion rings are coming up , and it 's coming up .;Positive
7343;then onion is coming up .;Positive
7343;when onion comes up , onion rings are coming up .;Positive
7344;buy cut proof gloves;Positive
7344;buy cut proof gloves;Positive
7345;very difficult to use;Negative
7345;very difficult to use;Negative
7348;don't forget to use the safety grip!;Positive
7348;don't forget to use the safety grip!;Positive
7348;do n't forget to use the security grid !;Positive
7348;no forget to use the safety grid .;Positive
7348;do n't forget to use the security grid , and do n't forget to use the security grid .;Positive
7349;razor-sharp bargain, think of it as a razor blade for food;Positive
7349;razor-sharp bargain, think of it as a razor blade for food;Positive
7349;razor-sharp barbarian think of it as a razor blade for food .;Positive
7349;think of it as a razor blade for food .;Positive
7349;they 're a razor-sharp bargainer , and they think of it as a razor for food .;Positive
7350;very nice for the price;Positive
7350;very nice for the price;Positive
7350;it 's very nice for the price .;Positive
7350;i 've arranged for the price .;Positive
7350;for the price , it 's very nice .;Positive
7351;don't waste your money & save the landfill space;Negative
7351;don't waste your money & save the landfill space;Negative
7351;do n't waste your money and save the landfill room .;Negative
7351;i do n't waste your money and save the landfill room .;Negative
7351;do n't waste your money , and save the landfill room .;Negative
7351;i ca n't waste your money and save the landfill room .;Negative
7354;decent for the price...;Negative
7354;decent for the price...;Negative
7355;this is a good item for the price...;Neutral
7355;this is a good item for the price...;Neutral
7355;this is a good thing for the priceth .;Neutral
7355;is a good thing for the priceth .;Neutral
7355;this is a good thing for the pricey , but this is a good thing for the primer .;Neutral
7355;for the record , this is a good thing for the pricey .;Neutral
7358;unnecessary and low productivity.;Negative
7358;unnecessary and low productivity.;Negative
7359;end the frustration;Positive
7359;end the frustration;Positive
7359;you end the frustration .;Positive
7359;end the frustration .;Positive
7359;end frustration .;Positive
7359;end the frustration , and end the frustration .;Positive
7359;in fact , you end the frustration .;Positive
7361;if you're that lazy;Neutral
7361;if you're that lazy;Neutral
7361;lf you 're the lazy .;Neutral
7361;if you 're the lazy .;Neutral
7361;in fact , you 're the lazy .;Neutral
7361;if you 're the lazy , you 're the lazy .;Neutral
7362;neat idea, and yes, it is a gimmick;Positive
7362;neat idea, and yes, it is a gimmick;Positive
7362;nice ideatime , and it 's a gimmick .;Positive
7366;bit of a gimmick;Neutral
7366;bit of a gimmick;Neutral
7366;bite a gimmick .;Neutral
7366;bit of a gimmick .;Neutral
7366;it 's a bit of a gimmick , and it 's a bit of a gimmick .;Neutral
7366;of the gimmick , it 's a gimmick .;Neutral
7369;so easy!!;Positive
7369;so easy!!;Positive
7371;bought this as a christmas gift and was too embarrassed to give it;Negative
7371;bought this as a christmas gift and was too embarrassed to give it;Negative
7371;this as a christmas was too bad , and it was too embarrassing to give it .;Negative
7371;as a sunday gift , he was too embarrassed to give it .;Negative
7371;maybe this as a sunday gift was too embarrassed to give it .;Negative
7373;cant beat the efficiency of the knife bash;Negative
7373;cant beat the efficiency of the knife bash;Negative
7373;devil beat the efficiency of the knife bash .;Negative
7373;i cut the efficiency of the knife bash .;Negative
7373;that devil beat the efficiency of the knife bash .;Negative
7373;for sunday , he beat the efficiency of the knife bash .;Negative
7373;maybe we'il beat the efficiency of the knife bash .;Negative
7373;when hell beat the knife , he beat the efficiency of the knife bash .;Negative
7377;39 cents to make, 8 bucks to buy;Positive
7377;39 cents to make, 8 bucks to buy;Positive
7381;might as well just crush the garlic with your knife;Neutral
7381;might as well just crush the garlic with your knife;Neutral
7381;crush the garlic with your knife .;Neutral
7383;if you love fresh garlic you need this item;Positive
7383;if you love fresh garlic you need this item;Positive
7383;you love fresh garlic , and you need this thing .;Positive
7383;if you love fresh garlic , you need this item .;Positive
7387;easy to use & easy to clean;Positive
7387;easy to use & easy to clean;Positive
7388;cool the the other side of the pillow;Positive
7388;cool the the other side of the pillow;Positive
7388;it 's the other side of the pillow .;Positive
7388;take the other side from the pillow .;Positive
7388;cool the other side of the pillow .;Positive
7388;i have the other side from the pillow .;Positive
7388;across the pillow , it 's the other side of the pillow .;Positive
7388;then it 's the other side of the pillow .;Positive
7390;works for one-two cloves of garlic at a time;Neutral
7390;works for one-two cloves of garlic at a time;Neutral
7390;it 's a job for one-two cloves of garlic .;Neutral
7390;work for one-two cloves of garlic .;Neutral
7390;i 've worked for one-two cloves of garlic at a time .;Neutral
7391;great if you are using several cloves of garlic;Positive
7391;great if you are using several cloves of garlic;Positive
7391;you 're using several cloves of garlic .;Positive
7391;thank if you 're using several cloves of garlic .;Positive
7391;mr. if you 're using several cloves of garlic .;Positive
7391;if you 're using several cloves of garlic .;Positive
7391;you 're taking several cloves with garlic , and you 're using several cloths .;Positive
7391;i 'm sure you 're using several cloves of garlic .;Positive
7391;then you use several cloves of garlic .;Positive
7394;time and trouble saver!!!;Positive
7394;time and trouble saver!!!;Positive
7394;have time and trouble saver!!! !!! .;Positive
7395;this item is a joke;Negative
7395;this item is a joke;Negative
7395;this item is a joke .;Negative
7395;this item 's a joke .;Negative
7395;that item is a joke .;Negative
7395;this item is a joke , and this item is a joke .;Negative
7395;as a joke , this item is a joke .;Negative
7395;now this item is a joke .;Negative
7397;absolutely fabulous!!;Positive
7397;absolutely fabulous!!;Positive
7398;gadget helps keep garlic smell off hands;Positive
7398;gadget helps keep garlic smell off hands;Positive
7401;how did i ever get along without one????;Positive
7401;how did i ever get along without one????;Positive
7405;the best thing i bought for my kitchen;Positive
7405;the best thing i bought for my kitchen;Positive
7405;the best thing was for my kitchen .;Positive
7405;i 'm the best thing you bought for my kitchen .;Positive
7405;the best thing we bought for my kitchen .;Positive
7405;it was the best thing , but it was for my kitchen .;Positive
7405;i have the best thing you bought for my kitchen .;Positive
7405;best they bought for my kitchen .;Positive
7405;when we bought for my kitchen , it was the best thing .;Positive
7406;this thing is great;Positive
7406;this thing is great;Positive
7406;this thing is great .;Positive
7406;this thing 's great .;Positive
7406;that thing is great .;Positive
7406;this thing is great , but the thing is great .;Positive
7406;in this case , this thing is great .;Positive
7406;now this thing is great .;Positive
7406;that this thing is great , this thing is great .;Positive
7415;piece of junk;Negative
7415;piece of junk;Negative
