ID,Comments,Comment ID,Reply count,Like count,Published at
268,God be with the people of Ukrainian people!! Intervene for these people. Amen,UgwJnAMydAVB5DA9q_Z4AaABAg,0,0,2022-02-27T01:55:51Z
269,No war,Ugyn6z1-6N-XEnlNvgZ4AaABAg,0,0,2022-02-27T01:55:04Z
270,All part of the great reset!!!,Ugx_s_LK6K7yDw_8PX94AaABAg,0,0,2022-02-27T01:52:12Z
271,"hello, I’m from Russia, sorry for my English, I absolutely don’t like Putin and the regime in our country, but what is happening in Ukraine now is absolutely not only Russia’s fault, it’s not in its interests and only a blind person doesn’t see it, at least take a little interest and see not only what you are shown, but what has been happening in this country for the last 15 years and who sponsored all this",Ugz2TQVtCjzsM8wRmvB4AaABAg,0,1,2022-02-27T01:50:08Z
272,"We should send VP Harris and ""The Squad"" to Ukraine to investigate this situation. It might do them some good to witness how communism works first hand since they seem to always be in favor of it.",UgyJvhIZ2MVLFGeU24l4AaABAg,0,0,2022-02-27T01:48:07Z
273,Why is the world allowing this to happen?! Let's take 'em out!,Ugxd4VBcxUaCJalgs1R4AaABAg,0,0,2022-02-27T01:48:01Z
274,Putin Came up with crypto currency and that why he did this and he know are secrets.,UgyIdl15aTA9XAUDBP14AaABAg,0,0,2022-02-27T01:46:02Z
275,Keep an eye on china,Ugwlx3g3EPiLAgXLzxl4AaABAg,0,0,2022-02-27T01:45:24Z
276,https://youtu.be/i49Mv0Sof6w this is not what we think the Ukrainian government caused this war plz share this video as much as possible this war is about water not gas,Ugw4x2oIz3A0Bv5A1uR4AaABAg,0,0,2022-02-27T01:43:59Z
277,This orchestrated event will escalate to usher in the great reset and the son of perdition,UgxPwzTKw2xl8CTTGJh4AaABAg,0,0,2022-02-27T01:43:52Z
278,Why is Ukraine being attacked?,UgyOwAaz7RXxlaVdtD54AaABAg,0,0,2022-02-27T01:43:50Z
279,Its  more & more look like nuclear war is  coming human kind might reached its final destination,UgyEoPctFObq8L84ALZ4AaABAg,0,0,2022-02-27T01:41:39Z
280,********  우크라이나는 핵무기를 포기했다. 그들은 동유럽의 평화를 유지하기 위해 NATO에 가입해야합니다.,Ugxdm5SE74nz-21hBcd4AaABAg,0,0,2022-02-27T01:41:21Z
281,Why is any top power country doing anything they should do something it is wat it is if it's time for the world to end then so be it but we can't aloud this to happen give Russia wat they deserve,UgxSptx6aNjuJxWYhUN4AaABAg,0,0,2022-02-27T01:41:15Z
282,"Yea, though I walk through the valley of the shadow of death, I will fear no evil: for thou art with me; thy rod and thy staff they comfort me. Thou preparest a table before me in the presence of mine enemies: thou anointest my head with oil; my cup runneth over.",UgyjM4C1TCwyFVHi__54AaABAg,0,1,2022-02-27T01:38:59Z
283,Sick fucks,UgwV_JDEPg66QBMN83R4AaABAg,0,0,2022-02-27T01:38:47Z
284,Every year since 2020 gets crazier,UgzUqDLK4l7SibYBy554AaABAg,0,0,2022-02-27T01:38:41Z
285,"Yeah yeah yeah your heart goes out alright, so when do you tell NATO thugs to stop starting wars by threatening other nations?? Oh your heart goes out your butt like your brains. NATO started this and now Russia must defend its borders.",UgyAnnpZJZr1rk40mPV4AaABAg,0,1,2022-02-27T01:37:57Z
286,Di sana to mangyare sa pinas,UgxO07GBxdxaEc3zFoh4AaABAg,0,0,2022-02-27T01:37:07Z
287,"Those Russians just want a better life, they're doing jobs that the Ukrainians won't do.",Ugwhm7kgHgCsFm4fj4B4AaABAg,0,0,2022-02-27T01:35:59Z
288,They should rename the island after the solders! I vote go for “ go f@#( yourself island”,UgwVTTF60hUzdLkCZgN4AaABAg,0,0,2022-02-27T01:34:14Z
289,日本国は、韓国軍が不法占拠中の竹島に対して島根県竹島の即座な奪還作戦を発令すべし。：東郷元帥閣下の副参謀が進言。,Ugy5qDiGwkc6mh62Er14AaABAg,0,0,2022-02-27T01:33:44Z
290,Stop white on white war,UgyKEUZSqHES_BforPN4AaABAg,0,0,2022-02-27T01:33:01Z
291,"USA & NATO are fence sitters waiting to see how Ukraine is  decimated and the government defenceless. Words and platitudes are all the Ukrainians can expect before Russian Tanks, Bombs and bullets  burry them under the rubble.",Ugx6CkV2Q3qnDYZG0Ah4AaABAg,0,0,2022-02-27T01:30:19Z
292,"Working together we can build stronger minds and build stronger armies fight against enemies who are coming to destroy your life and homelands.

Working together we can build stronger armies fight against enemies who are coming to destroy your life and protect your country.  Do no afraid to fight against enemies.  Ukraine try to be bravely to defensive your people and your country.",UgwnVE8XJ-9D8qPKGll4AaABAg,0,0,2022-02-27T01:30:11Z
293,LORD...,UgyZzOXveVOHeePuLVt4AaABAg,0,0,2022-02-27T01:30:09Z
294,Bidens a total fail....,UgxfrTZDz_57brMMGrd4AaABAg,0,0,2022-02-27T01:29:26Z
295,All Biden voters must be drafted immediately,Ugzib8YOLvUy4y4gh1R4AaABAg,0,0,2022-02-27T01:29:20Z
296,"NATO and U.S. cannot send soldiers to fight along Ukrainians.
Then I suggest that countries sending weapons to Ukraine should also send back Ukrainians who want to volunteer and fight for Ukraine.
Ukraine needs soldiers to help use these weapons and fight.
If you cannot send weapons then send back Ukrainians who voluteer to help fight or aid in safe evacuations.
God Bless us all.✌✌✌",UgyFK9yFgpDGRhRzoZZ4AaABAg,0,0,2022-02-27T01:27:08Z
297,Kiev subway built by Russia ... what an irony ...,UgwUwDv8BjaLwg-kxC94AaABAg,0,0,2022-02-27T01:26:41Z
298,This is just horrible,UgySRyaKsF-DJC3rtzZ4AaABAg,0,0,2022-02-27T01:26:37Z
299,Ukraine 🇺🇦 😭,UgwRH2JSIKTEP96QySp4AaABAg,0,0,2022-02-27T01:25:59Z
300,https://youtu.be/T93qm-zBnqc,Ugz2TCZR_ooDMR5lOTl4AaABAg,0,0,2022-02-27T01:25:20Z
301,"Anytime they want to do that to America’s joke of a Capital, it’ll be okay with me. True Patriots tried to save our Capital and true President’s position on January 6th. They were defeated by those who took us over behind our backs. Just do to it now what the British did to it back in 1812; it’s now just an embarrassment.",UgxVbKp_IOxs9vbhI9t4AaABAg,0,1,2022-02-27T01:25:07Z
302,Another Hitler?,Ugyd1UOngrPD2QLGgLR4AaABAg,0,0,2022-02-27T01:25:06Z
303,Stop Us and jewish provocations!,Ugxiyoo7yUHIgGV-VBB4AaABAg,0,0,2022-02-27T01:24:23Z
304,The government of Ukraine must be supplying more good weapons for his armies fight against Russia’s soldiers.,Ugxjd_hheVjSHejYPFR4AaABAg,0,0,2022-02-27T01:24:16Z
305,Why Ukraine is going to bomb in Moscow?,UgzQWilpxkxP4elQaal4AaABAg,0,0,2022-02-27T01:22:22Z
306,18-60 draft,UgyEm93XL5U6RpcxU2V4AaABAg,0,0,2022-02-27T01:19:17Z
307,Biden is about to get the us messed up if he does anything you better listen 😆,Ugwmj40L80kVQ1PRTfR4AaABAg,0,0,2022-02-27T01:17:31Z
308,Ukraine should hold their own to fight a war that could of BEEN NEGOTIATE IT BY THE LEADERS!!! 😡 citizen men SHOULDNT STAY AND FIGHT their war 😡 so when they die they die “honorably” ! How useful is that to there family?! I’d prefer these men stick with there families.,UgwIhVouwgdqgitXOyx4AaABAg,0,0,2022-02-27T01:14:39Z
309,Putin's vagina..,Ugw0ghz9XKaRV3yz6Zl4AaABAg,0,0,2022-02-27T01:13:41Z
310,Look at the Snapchat stories. ALL LIESSS,Ugzqy_pCXOdcG1TUSbh4AaABAg,0,0,2022-02-27T01:12:44Z
311,Sanctions will take weeks to have an effect. This will be over in days.,UgwlgdP2VMgsMcwfPbN4AaABAg,0,0,2022-02-27T01:12:39Z
312,"First they came for the homeless and no one did anything. Next they came for the gays/lesbians. No one did anything. They came for the political opponents. No one did anything. Then they came for the Christians. No one did anything. Last, there was no one left and they came for you.",UgxoXYicPxAPU2qQ0rJ4AaABAg,0,0,2022-02-27T01:12:20Z
313,"I hope that Putin quickly removes the corrupt Nazi Ukrainian Government as he has stated and the Ukrainian people can return to their homes. The Ukrainian Government is one of the most corrupt Governments in the world. Ukraine declared the peaceful people of Donetsk and Luhansk terrorists because they oppose the corruption. Unfortunately, the Ukrainian military is following orders from the corrupt Ukrainian Government. The fake mainstream media will not tell the truth. Numerous UN/US (CIA) bioweapons labs have been destroyed in Ukraine. Ukraine is a major money laundering source for the WEF/UN/Davos Group, NWO in their corrupt efforts to funnel money to corrupt politicians worldwide like Biden and his son.",UgyV2JOo0tqeA5CyuQ14AaABAg,0,0,2022-02-27T01:11:52Z
314,I hope that Russia will finally demolish NATO war criminals.,Ugzsoha9iSeO6AflANV4AaABAg,0,0,2022-02-27T01:09:54Z
315,https://youtu.be/2yUP3c_bhqo,UgwQIXabfYPuCOy9LAt4AaABAg,0,0,2022-02-27T01:09:38Z
316,It's a constant in all European blood lines. To believe that you can have it all without having to pay a price. THERE'S ALWAYS A PRICE TO PAY!,Ugy4NUUlSyasyBvFE_14AaABAg,0,0,2022-02-27T01:08:25Z
317,rocket launchers takes care of the aircrafts and land mines u already know plus some ak47s i thought thet would have at least some of that,UgyG6UKnr6pxzG1uzrp4AaABAg,0,0,2022-02-27T01:06:05Z
318,I hope there would be no more world war.☹️ We won't be to handle the destruction it would deal. Weapons nowadays are enough to destroy a whole country.,Ugyfqa2AZs_toglRtIp4AaABAg,0,0,2022-02-27T01:05:45Z
319,None of that happens if those NATO Dogs won't expand right in front of their home(Russia). First the Baltic states and now Ukraine awaiting for confirmation to be officially a member of NATO then Russia invades before they are part of it.,UgytXBSEk0-QDhOcR8V4AaABAg,0,0,2022-02-27T01:04:08Z
320,Wow just figuring out where putin keeps his assets 🤦🏻‍♂️ kinda late in my opinion…,UgzTGgPx5_dhTFWEmQh4AaABAg,0,0,2022-02-27T01:03:13Z
321,I wish luck to the Ukrainiane resistance fight for your land and freedom!,Ugz5KsmAWR79-gD55aV4AaABAg,0,0,2022-02-27T01:02:53Z
322,Just as America Bedden killed American in Afghanistan ..Running faster  FAKE news ahead,Ugxc_DHKKEOEdt2svfJ4AaABAg,0,0,2022-02-27T01:02:50Z
323,Omg the kids 😭😭😭😭😭,UgxicyPi1-QEh_ueA0N4AaABAg,0,0,2022-02-27T01:01:57Z
324,God be with you. We are all humans.,Ugw4fVYR6XOwUYYTp-d4AaABAg,0,0,2022-02-27T01:00:48Z
325,This really is bringing tears to my eyes. They shouldn't be going through this 😪. My heart goes out to the Ukraine Insha Allah you will all be victorious,UgwaA5uQdAr5c2rFkr94AaABAg,0,0,2022-02-27T00:59:28Z
326,God help us all 🙏🏽🙏🏽🙏🏽,UgxnatTBPLAd1cBjFQt4AaABAg,0,0,2022-02-27T00:59:23Z
327,yo wtf the tank swerving into the car?! for what tho,UgyZmQoyL6BrY-SPLjB4AaABAg,0,0,2022-02-27T00:58:42Z
328,"Using Human shields like terrorists, smh",Ugyf4XrIEegI7Pkg_Qd4AaABAg,0,0,2022-02-27T00:57:45Z
329,Stay strong 💪 Ukraine god bless,UgygsrOSb1winyKfp914AaABAg,0,0,2022-02-27T00:57:38Z
330,"Why did the U.S. and other allies went into afghanistan, iraq, syria etc. that wern't even a part of NATO to liberate? But now Ukraine a successful country just because they're not part of NATO is not getting boots on ground help. Sanctions I believe will do little to stop. Putin was ready for all those sanctions years ago he probably has millions of spam corned beef canned food ramen noodles stocked underground with bombs lol! he could care less on sanctions. What he wants is more power and care less of what his country will go through if we show weakness not only Putin will attack us but also china, north korea, iran, taliban, isis the gangsters here at home and who knows what else. We need to stand up and fight not sit and watch.",UgwXLCXoiQwcEVq1VTl4AaABAg,0,0,2022-02-27T00:57:27Z
331,"Biden refuses to do the one thing that would hurt Russia most 
Biden could re-enable American oil production, hurt Russia, reduce inflation, and help Americans....
Biden is a Russian STOOGE.",Ugwd3Vw-5UUZQCPPlPd4AaABAg,0,0,2022-02-27T00:55:07Z
332,Ukraine stop kidding yourself,UgxaI7s4COzKjMF60kl4AaABAg,0,0,2022-02-27T00:54:01Z
333,"This is Humanity, the want for power and money, Ukraine may loose this fight, it should be a clear message to all people who support politicians who are hungry for power that leaders like Putin, Ping, Un and Trump do not care one small part about you just their own power hunger.",Ugxm-G65NdrWBCGG55V4AaABAg,0,0,2022-02-27T00:52:57Z
334,#StopPutin,UgzR5M2tP21Fpqe3_EN4AaABAg,0,1,2022-02-27T00:52:51Z
335,"Does anyone thinks about this? 
The revival of Soviet Union, NATO keeps expanding. Simply  ""The build up to war""",UgzHqtL4-F4erzyjT3N4AaABAg,0,0,2022-02-27T00:52:10Z
336,Putin…and many of our world “leaders”…. just don’t have the _intellect_ to solve issues without killing.,UgzPwAg-zR7LSzWbW4B4AaABAg,0,0,2022-02-27T00:51:38Z
337,"Based on everything I've seen from the ""news"" in the past few years, and how they lie about 99% of what they cover, I wouldn't be surprised if all these world leaders, along with the media, are trolling us with a war that they arranged together, for countless agendas. I used to look at those who thought like me as crazies, but these ""crazies"" are on a higher level than everyone.",UgyWV-W0U8jEV4TwRpV4AaABAg,0,0,2022-02-27T00:51:11Z
338,God bless Ukraine we love you🙏🙏🙏,UgxxJCYY9x-LZWOC7w54AaABAg,0,0,2022-02-27T00:51:05Z
339,You know it's really weird that history repeats itself. Cuz 100 years ago Russia was at war with Ukraine. But back then Ukraine lost and the USSR took over and caged the entire country. Nobody comes in and nobody goes out.,Ugw73KEkcamGKFUBXLd4AaABAg,0,0,2022-02-27T00:50:03Z
340,"Бог так полюбив світ, що послав у світ Свого єдинородженого сина, щоб кожен, хто вірує в Нього, мав життя вічне (Івана 3:16). Покайтеся у своїх гріхах (у думках, словах і вчинках) і прийміть Ісуса Христа як свого особистого Господа і Спасителя. Приєднайтеся до церкви, заснованої на Біблії, поблизу вашого місця, і прийміть хрещення водою відповідно до заповіді Ісуса. Майте особисті стосунки з Господом, як ви моліться до Нього. Щодня читайте Біблію Нового Завіту. Нехай Господь, який створив небо і землю, благословить вас, коли ви слухаєтесь Йому. Господній мир наповнює вас.",UgxlMPqpT6W8w9tDgIx4AaABAg,0,0,2022-02-27T00:49:33Z
341,Stiff opposition from Ukraine forces. Lol is that a joke? They are going to take over Ukraine.,UgxN1KXvLXivEBLMmMZ4AaABAg,0,0,2022-02-27T00:45:11Z
342,Wouldn't have happened under Trump !,UgwDttTdtKXoWHOY23N4AaABAg,0,1,2022-02-27T00:41:05Z
343,"This is worse than custard last battle.
3 Kings of theives from the North, East,
West 
Poopkin cook up war scheme tactics for skyrocketed oil profits and commodities profits.
They are all predicting over $2 trillions dollars in profits from this scam.
While people are just collateral damage for profits.
Dumbass tax payers will pay for the war
An destruction
While the king of theives runs off the profits with the corporations and shareholders with the military complex crooks.
They have triple their profits from 2021.",UgzPB2-pTxq4zgPeiIV4AaABAg,0,0,2022-02-27T00:39:01Z
344,All of Europe pandered to the u.s career politicians while kissing putins ass for oil. Meanwhile bribem and the dems fumbled their way into ww3. Hate him as much as you want but you know this would’ve never happened under you know who!,UgwHBiH1zlRhXDyUM_t4AaABAg,0,0,2022-02-27T00:37:42Z
345,Go russia go!!!,UgxvFAmFc3CTytB4V694AaABAg,1,0,2022-02-27T00:37:42Z
346,"Stop watching, start helping..",Ugx7VgKTK3Pn7-8jKZ14AaABAg,0,0,2022-02-27T00:36:36Z
347,We'll be able to witness WWIII in color and HD.,UgzFBGRLjj2kFsYwULt4AaABAg,0,0,2022-02-27T00:36:28Z
348,We are going to pay a price?,UgwwCMUR8k1KCD90Id54AaABAg,0,0,2022-02-27T00:36:22Z
349,"WHERE WARS ARE WON OR LOST !
Wars are waged by older men
In battle rooms in countries apart.
Who call for greater firepower
And troops for the combat chart.

While out among the shattered flesh
The dreams of all have turned gray.
So young and determined their faces were
Till on the battlefield they lay.

Unable to overcome their pride
The politicians cast their vote.
For this or that or something else
As the rage of war sounds its note.

Wherever wars are won or lost
The soldiers fall like toys.
Down through history it remains the same
Most who die are hardly more than boys.

Like monkeys in a revolving cage
Man squabbles for the peanuts of power.
When will we rise above our greed
And become as a beautiful flower?

Death to death, dust to dust
The wrath of war is a hideous crime.
It’s our beast within that still prevails
As it has through the torments of time.

By Poet Tom Zart
Google = Most Published Poet On The Web
Tom’s 1,650 Poems Are Free To Share!
Google = George Bush Tom Zart",Ugz5pQhtUdEi599KsfB4AaABAg,0,1,2022-02-27T00:34:06Z
350,"i know what Putin feels about and think other people russia was bully but the truth Ukraine and Russia are one country ... and U.S keep interfering .. they should stay away!!!! Russia only taking back whats their own.... i feel bad about the ukrainian people but its all their leader fault why is this happening on them... Russia helps alot of other country in times of crisis and U.S the master mind to all of this chaos in the world.

P.S if only many of us have time to sit and read the History  of UKRAINE AND RUSSIA!! so you can find out.. what actually happening to both of them",UgwzJQ3Nn80VbNGHiRV4AaABAg,1,0,2022-02-27T00:31:15Z
351,One day Putin will be found dead at his Palace,UgzEXHdfYbr0V6BBEtR4AaABAg,0,1,2022-02-27T00:30:25Z
352,"(Empire of lies ) Evil cabal's Deep State corrupt criminal terrorist regime... failed to genocide Russian people in Donbass and Lugansk region... Finally, Thank you Mr. Putin God bless you",Ugyq1bTpmOAOI-RlhHR4AaABAg,0,0,2022-02-27T00:30:16Z
353,I feel sorry for the ordinary people on both sides. The fault is with the politicians. Putin's aggression is inexcusable but Western politicians are equally to be blamed for this tragic situation.,UgwTCbYB-0gZY4D6Rql4AaABAg,0,0,2022-02-27T00:27:43Z
354,"“COME ON MAN!…THE BALLAD OF SLEEPY JOE”, amazing Video
that reaffirms all of JOE BIDEN’s dangerous disastrous domestic & foreign policies!
https://www.youtube.com/watch?v=JkBpQG3FJwU",Ugz2oaE9B3_54IqZX5N4AaABAg,0,0,2022-02-27T00:27:31Z
355,"Poor decision from Ukraine, sooner or later they will be invaded, no point to be used by Europe to deplete some of the Russian military might.",UgwR8rwC2_Z0PvwVQF14AaABAg,0,0,2022-02-27T00:25:31Z
356,Vvvvvvvvvvcvvvvv,UgxumQZlDzFwe4PkGp54AaABAg,0,0,2022-02-27T00:21:54Z
357,My left arm goes out to all people of Ukraine. Good luck,UgwbjXL3pX5MeBom19d4AaABAg,0,0,2022-02-27T00:18:53Z
358,Y'alls idiot President should help them people.  Seems he would rather help the Taliban hence he gave over 2 billion dollars worth of U.S. military equipment away.  What a bitch,UgzvqEx3PykS0OEEaCF4AaABAg,0,0,2022-02-27T00:18:26Z
359,Whoever backs up Putin and says Ukraine people are terrorist are ducking clowns and,UgzmR6m0HGdN7vg4H3J4AaABAg,0,0,2022-02-27T00:18:19Z
360,The President of Ukraine is a true leader of people. May you all be safe ❤️ ❤️ ❤️ 😢😢😢😢😢,UgwNYdUkoTF0fu5GePF4AaABAg,0,0,2022-02-27T00:17:52Z
361,"Ukrainian president Zylensky and his gouvernement have fled away to the neighboring countries, they let people die under the awful Russian Army,  NATO and Zylensky are accountable of what happening in Ukrainia, that jackass of comedian president should have deal without letting American interfering in his business, now he faces his ignorance,  he put his country Ukrainia into fire and he is direct responsible of the destruction of Ukrainia,  people must bring him in justice for what he did,",UgysYFMtgGikTlIKcS54AaABAg,0,0,2022-02-27T00:16:35Z
362,"Ukraine is the definition of true Valor, bravery, and the true meaning of fighting for freedom.",UgxkAW8nkxKjk5hbVSB4AaABAg,0,0,2022-02-27T00:15:23Z
363,Go Russia URAAA 🔥☝,Ugy08c8MEPgmqEnZqLV4AaABAg,0,0,2022-02-27T00:14:57Z
364,please God help innocent soul please help them,Ugz-eCNLlOVPgFOGEWF4AaABAg,0,0,2022-02-27T00:14:42Z
365,Añoro y espero ver cuando Esatdos Unidos arda igual y desapresca del mundo... son el cancer de la humanidad.,Ugx_ueYGLxQuhahN8rd4AaABAg,0,0,2022-02-27T00:13:39Z
366,Thank God Biden is imposing sanctions against Russia!  What a strong president!   Hope all liberals get cancer and die along with their children.  The USA is a weak country now and soon a civil war is coming to take it back.,UgzGt9fdP8A2-q3cAzV4AaABAg,0,0,2022-02-27T00:13:16Z
367,"Please... do you really think Russia has their money in Russian banks?
Democrats gave Wyoming mining rights to Canada’s once owned URANIUM-ONE company who then sold a leading % to Russia’s Rosatom Nuclear company - don’t you think they have their money stashed all over BRICS countries too?  Also, Obama gave tons of Uranium to Russia after he made the Iran deal.  I don’t know, but there is something fishy about it all.  Why are we supplying so much Uranium to Russia these past years?  They have more nukes than we do.",UgxSOnZ-wEuNGlYi5Sh4AaABAg,0,0,2022-02-27T00:12:40Z
368,Omg my heart goes out to everyone in Ukraine 🇺🇦,UgxGyWoVXQNH3nxM2zB4AaABAg,0,0,2022-02-27T00:11:53Z
369,How horrible,Ugw85J6s5GfCXvmR3ud4AaABAg,0,0,2022-02-27T00:10:45Z
370,We need to rise up and get new strong leadership in America. Sitting on the sidelines because of pathetic leadership is unacceptable.,UgzDMykqgh7H15xhoVx4AaABAg,0,0,2022-02-27T00:09:33Z
371,Bloody Putin is incarnation of Bloody Adoft Hitler. If President Kennedy is living at this I don't think this Bloody Putin dare to rise his hand declare war to any countries in this world,UgxFwVO7-FoGOub-yHJ4AaABAg,0,0,2022-02-27T00:00:10Z
372,Ukraine  started it.you can tell that the ukraine president is lying.,Ugzwghi_TOX3NPF1_-54AaABAg,1,0,2022-02-26T23:57:09Z
373,"Unbelievable how our useless president is gonna sit back and do nothing, the U. S. is known for sticking it's nose where it don't belong but innocent people are being Slaughtered",UgyPI-_MAwjU2IqBzV94AaABAg,0,0,2022-02-26T23:56:32Z
374,"They're not fighting for the Russian people, they're fighting for their zionist handlers at the cost of Russian and Ukranian lives.",UgwH2tqXeBgLQUz4hcB4AaABAg,0,0,2022-02-26T23:54:20Z
375,NATO and UN are about as useful as a freezer in the Arctic. Just puny sanctions,UgwPFl2-ie5AGNtomRN4AaABAg,0,0,2022-02-26T23:53:36Z
376,Only killing  Bloody Putin with high velocity bullet can ended war or Third World War,UgxCcp4yfeLXwG59iu94AaABAg,0,0,2022-02-26T23:53:05Z
377,May the Ukrainian people be safe and healthy in these troubled times. May you brave people find victory in this awful war. Slava Ukraini!!!!!!,Ugz7FXzNrKe267qQb154AaABAg,0,4,2022-02-26T23:53:00Z
378,Ezekiel 38 speaks about Russia invading the south. To kick off world war three. What's to happen is because of protests driving back new world order satanic Antichrist agenda. Also to depopulate us . War will cause peace to be tooken and many to be killed in the world. Then from the collapse a new world order basically. The forced beast system where we will turned into human cattle. Drugs and depopulation and death Will be rampant and a chip or mark of the beast will be forced or death,Ugx7jcZXDb_K9vQ3ljx4AaABAg,0,0,2022-02-26T23:52:31Z
379,"Omg you wouldn't believe what happen to these people in Ukraine look 
https://youtu.be/K0w7GridWNo god is coming soon!!!!!!!!!! Pray for them 😭😭",UgySx8TCLDPrRlqRrGJ4AaABAg,0,0,2022-02-26T23:51:21Z
380,Game is nearly over,Ugxz-vPa6nYlPpaAR5Z4AaABAg,0,0,2022-02-26T23:50:56Z
381,Hope we won't be closing in on the third world war.... May God be with the families of the Ukrainians,UgwL0Os1M4GwKX7H52N4AaABAg,0,0,2022-02-26T23:49:06Z
382,"That 104 year old lady is amazing, I hope they stay safe. 🙏",UgyqYNQPAQ8ejN-HTLF4AaABAg,0,2,2022-02-26T23:48:32Z
383,#standwithukraine 🇺🇦🇺🇦🇺🇦,UgzUqqsf53UoSWGIt794AaABAg,0,0,2022-02-26T23:47:08Z
384,all blames to america and european country,UgyQ53n7A3TlHTE4zC14AaABAg,0,0,2022-02-26T23:46:36Z
385,Really watching real war right now this is crazy,UgzkDQt5Z5hUCUYllzF4AaABAg,0,0,2022-02-26T23:45:54Z
386,I can't believe this. The US would never invade/liberate another country..bunch of hypocrites,UgzsmSi7xuh2HCSda9l4AaABAg,0,0,2022-02-26T23:44:40Z
387,Can u say “k-eve” one more time please!  My whole life its been “key-ev”. Now the news media wants me to say it their way…….🙄,UgwmYI_CrQz1BGB0wYV4AaABAg,0,0,2022-02-26T23:43:59Z
388,I wish we can help them more then giving them weapons.,UgzFVpA3OFQL87xYeBJ4AaABAg,0,0,2022-02-26T23:43:19Z
389,Zelensky is an ass for leading his countrymen to war by siding will the NATO and forcing his countrymen to fight a futile war for the thankless Europeans and Americans turning his country into a deadly battle ground. True culprit in this entire fiasco is the Ukrainian leadership.,Ugx2cNQOxJsoNHlHQX14AaABAg,0,0,2022-02-26T23:42:43Z
390,"Well darn, No mention of the 6 bio tech labs in Ukraine bombed. Which was funded by our DOD. 
Then CNN all ready posted 2 crisis actors that showed up in Afghanistan photo’s & now used in Ukraine.",UgwOwxMMgs8QKC1hngB4AaABAg,0,0,2022-02-26T23:42:03Z
391,"Atomic Rapture 
https://youtu.be/yImoFzFWcI4
(1 minute 12)",UgweWLAycgGTxfjkOAt4AaABAg,0,0,2022-02-26T23:42:00Z
392,The Ukrainian president is going to force more young men to die in a battle they have zero chance to win..... ?,UgwKLssXxv3nf2JB0vZ4AaABAg,0,0,2022-02-26T23:41:56Z
393,Biden get your tail out of your a** and help these innocent people! Blow up the Russian troops!,UgzgBLJfeVwSyt9Uzql4AaABAg,0,0,2022-02-26T23:41:28Z
394,"I wonder how many women are ""strong, and independent and dont need no man"" in Ukraine right now? 🤔",UgwGV1nuGlYvENShix94AaABAg,0,1,2022-02-26T23:40:13Z
395,this nightmare will end up as soon as the bloody clown Zelensky will be caught and sent in jail forever!,UgysVR1Vb-dZb9Nzqfh4AaABAg,0,0,2022-02-26T23:40:01Z
396,My heart goes to the ppl NATO killed in Libya Vietnam Afghanistan Middle East etc y’all are hypocrites,UgxVGEIGiqg3tGpBqTd4AaABAg,0,0,2022-02-26T23:39:11Z
397,🤯🤯🤬🤬🤬🤬,UgxamyiX8hiY51Ilpl54AaABAg,0,0,2022-02-26T23:38:55Z
398,So sad,Ugx3Mg78u_bpSewln2J4AaABAg,0,0,2022-02-26T23:38:21Z
399,um did he mispronounce kyiv,UgyjhmFYVV_4hqt7abN4AaABAg,0,0,2022-02-26T23:36:06Z
400,"Forget the sanctions.
They are obviously a Joke.
Sending guns to kids to get them killed is a cop-out.
I believe in dialogue but most Countries don't want to lose anything.
Sad we're all so greedy",Ugz4s5KV_T-3oAW3jF14AaABAg,0,0,2022-02-26T23:33:20Z
401,"GOOD WASHINGTON DC BETRAYED ALL OF AMERICA, ONCE WE GET RID OF SACRAMENTO YOU'LL DEBT FREE, TAX FREE, REGULATION FREE, MANDATE FREE AND WE WILL BE RICH AND BRING BACK OUR CULTURE DRAG RACING, CANYON RACING, 8 MILLION LOSERS LIVING IN AMERICA WHO ARE OUR ENEMIES BLOCK #'S AND BAN THEM ALL FROM YOUR LIVES FOREVER,  NO SERVICE SIGNS GOVERNMENT EMPLOYEES",UgyIrOhOKdjZqsnhMcR4AaABAg,0,0,2022-02-26T23:32:49Z
402,It's my prayers that America and China will come together and help Ukraine 😥🩸,UgxPrg8vUVQOtruDnHV4AaABAg,0,0,2022-02-26T23:31:25Z
403,That tank driver… SERIOUSLY?!?! Wth…,Ugy0h15isx1RAZY-k194AaABAg,0,0,2022-02-26T23:31:17Z
404,The whole is watching but no one is helping,UgzENcugeXXrjUUqxYN4AaABAg,0,0,2022-02-26T23:30:43Z
405,This is so sad,UgxyklKbDktfgnRFkeB4AaABAg,0,0,2022-02-26T23:30:31Z
406,lol great for biden sanctions???? that will do it. idot! god bless ukraine,UgwmetkEsAeu4tmXw994AaABAg,0,0,2022-02-26T23:30:24Z
407,They need to be stopped,Ugx36BHsTgip0QtSwqZ4AaABAg,0,0,2022-02-26T23:30:20Z
408,"Folks the fact that the fake news is focusing on Russia should send alarm bells.  The government of Ukraine is the number one in Europe. Remember this. 👇👇 Deeper corruption exists.  Biden, Putin is pulling your depends off!
https://youtu.be/KCF9My1vBP4",UgzwUQ1BuTTZ47ZwcaZ4AaABAg,0,0,2022-02-26T23:29:06Z
409,The citizens need some missile,Ugy4jlUq5NqsUeAm8Oh4AaABAg,0,0,2022-02-26T23:28:21Z
